cubic_apache2_2000n_100c_1vram.txt,321.67,3.109,143.56,6.218
cubic_nginx_10000n_500c_1vram.txt,686.65,1.456,215.25,14.564
cubic_apache2_10000n_500c_1vram.txt,318.30,3.142,142.05,31.417
cubic_nginx_20000n_1000c_1vram.txt,708.44,1.412,222.08,28.231
cubic_nginx_2000n_100c_1vram.txt,777.14,1.287,243.62,2.574
cubic_apache2_20000n_1000c_1vram.txt,315.92,3.165,140.99,63.308
bic_apache2_20000n_1000c_1vram.txt,286.34,3.492,127.79,69.847
bic_nginx_20000n_1000c_1vram.txt,692.50,1.444,217.08,28.881
bic_apache2_10000n_500c_1vram.txt,327.74,3.051,146.27,30.512
bic_nginx_10000n_500c_1vram.txt,744.96,1.342,233.53,13.424
bic_nginx_2000n_100c_1vram.txt,750.56,1.332,235.28,2.665
bic_apache2_2000n_100c_1vram.txt,313.58,3.189,139.95,6.378
westwood_nginx_20000n_1000c_1vram.txt,691.75,1.446,216.85,28.912
westwood_apache2_2000n_100c_1vram.txt,326.59,3.062,145.75,6.124
westwood_nginx_10000n_500c_1vram.txt,735.74,1.359,230.64,13.592
westwood_apache2_10000n_500c_1vram.txt,317.22,3.152,141.57,31.524
westwood_nginx_2000n_100c_1vram.txt,771.32,1.296,241.79,2.593
westwood_apache2_20000n_1000c_1vram.txt,326.71,3.061,145.81,61.216
htcp_apache2_2000n_100c_1vram.txt,313.45,3.190,139.89,6.381
htcp_nginx_2000n_100c_1vram.txt,758.04,1.319,237.63,2.638
htcp_apache2_20000n_1000c_1vram.txt,325.74,3.070,145.37,61.398
htcp_nginx_10000n_500c_1vram.txt,731.38,1.367,229.27,13.673
htcp_apache2_10000n_500c_1vram.txt,333.47,2.999,148.82,29.988
htcp_nginx_20000n_1000c_1vram.txt,758.82,1.318,229.44,26.357
hybla_apache2_10000n_500c_1vram.txt,325.37,3.073,145.21,30.734
hybla_apache2_20000n_1000c_1vram.txt,325.42,3.073,145.23,61.460
hybla_apache2_2000n_100c_1vram.txt,310.58,3.220,138.61,6.439
hybla_nginx_10000n_500c_1vram.txt,710.74,1.407,222.80,14.070
hybla_nginx_2000n_100c_1vram.txt,766.39,1.305,240.25,2.610
hybla_nginx_20000n_1000c_1vram.txt,657.42,1.521,202.70,30.422
vegas_nginx_2000n_100c_1vram.txt,769.50,1.300,241.22,2.599
vegas_apache2_20000n_1000c_1vram.txt,318.09,3.144,141.96,62.875
vegas_nginx_10000n_500c_1vram.txt,706.15,1.416,221.36,14.161
vegas_apache2_2000n_100c_1vram.txt,305.83,3.270,136.49,6.540
vegas_apache2_10000n_500c_1vram.txt,321.95,3.106,143.68,31.060
vegas_nginx_20000n_1000c_1vram.txt,718.28,1.392,225.16,27.844
nv_apache2_20000n_1000c_1vram.txt,321.17,3.114,143.33,62.273
nv_nginx_20000n_1000c_1vram.txt,722.81,1.383,226.58,27.670
nv_nginx_10000n_500c_1vram.txt,730.22,1.369,228.91,13.694
nv_apache2_2000n_100c_1vram.txt,324.05,3.086,144.62,6.172
nv_nginx_2000n_100c_1vram.txt,760.73,1.315,238.47,2.629
nv_apache2_10000n_500c_1vram.txt,321.58,3.110,143.52,31.097
scalable_nginx_10000n_500c_1vram.txt,710.19,1.408,222.63,14.081
scalable_nginx_2000n_100c_1vram.txt,701.80,1.425,220.00,2.850
scalable_nginx_20000n_1000c_1vram.txt,713.03,1.402,223.52,28.050
scalable_apache2_20000n_1000c_1vram.txt,320.46,3.121,143.02,62.410
scalable_apache2_2000n_100c_1vram.txt,309.48,3.231,138.12,6.462
scalable_apache2_10000n_500c_1vram.txt,322.19,3.104,143.79,31.038
lp_apache2_2000n_100c_1vram.txt,314.48,3.180,140.35,6.360
lp_nginx_10000n_500c_1vram.txt,716.28,1.396,224.54,13.961
lp_apache2_20000n_1000c_1vram.txt,319.55,3.129,142.61,62.588
lp_nginx_2000n_100c_1vram.txt,707.07,1.414,221.65,2.829
lp_nginx_20000n_1000c_1vram.txt,672.03,1.488,210.66,29.761
lp_apache2_10000n_500c_1vram.txt,319.12,3.134,142.42,31.337
veno_nginx_2000n_100c_1vram.txt,773.58,1.293,242.50,2.585
veno_apache2_20000n_1000c_1vram.txt,308.40,3.242,137.64,64.850
veno_apache2_10000n_500c_1vram.txt,308.28,3.244,137.58,32.438
veno_nginx_20000n_1000c_1vram.txt,692.44,1.444,217.06,28.884
veno_apache2_2000n_100c_1vram.txt,312.52,3.200,139.48,6.400
veno_nginx_10000n_500c_1vram.txt,712.72,1.403,223.42,14.031
yeah_nginx_20000n_1000c_1vram.txt,773.03,1.294,242.33,25.872
yeah_apache2_10000n_500c_1vram.txt,345.21,2.897,154.06,28.968
yeah_nginx_10000n_500c_1vram.txt,764.47,1.308,239.64,13.081
yeah_apache2_20000n_1000c_1vram.txt,348.68,2.868,155.61,57.359
yeah_nginx_2000n_100c_1vram.txt,771.16,1.297,241.74,2.593
yeah_apache2_2000n_100c_1vram.txt,321.32,3.112,143.40,6.224
illinois_nginx_20000n_1000c_1vram.txt,755.61,1.323,236.87,26.469
illinois_nginx_2000n_100c_1vram.txt,798.68,1.252,250.37,2.504
illinois_apache2_10000n_500c_1vram.txt,343.00,2.915,153.08,29.155
illinois_nginx_10000n_500c_1vram.txt,788.06,1.269,247.04,12.689
illinois_apache2_20000n_1000c_1vram.txt,346.56,2.885,154.67,57.709
illinois_apache2_2000n_100c_1vram.txt,343.15,2.914,153.14,5.828
dctcp_nginx_20000n_1000c_1vram.txt,753.60,1.327,236.11,26.539
dctcp_apache2_10000n_500c_1vram.txt,338.55,2.954,151.09,29.537
dctcp_nginx_10000n_500c_1vram.txt,796.02,1.256,249.53,12.562
dctcp_nginx_2000n_100c_1vram.txt,780.88,1.281,244.79,2.561
dctcp_apache2_2000n_100c_1vram.txt,339.19,2.948,151.38,5.896
dctcp_apache2_20000n_1000c_1vram.txt,352.32,2.838,157.24,56.766
cdg_nginx_10000n_500c_1vram.txt,779.90,1.282,244.48,12.822
cdg_apache2_10000n_500c_1vram.txt,346.00,2.890,154.42,28.902
cdg_nginx_2000n_100c_1vram.txt,756.13,1.323,237.03,2.645
cdg_apache2_20000n_1000c_1vram.txt,346.67,2.885,154.72,57.691
cdg_nginx_20000n_1000c_1vram.txt,803.80,1.244,242.03,24.882
cdg_apache2_2000n_100c_1vram.txt,336.71,2.970,150.27,5.940
bbr_nginx_10000n_500c_1vram.txt,769.00,1.300,241.06,13.004
bbr_nginx_2000n_100c_1vram.txt,747.42,1.338,234.30,2.676
bbr_nginx_20000n_1000c_1vram.txt,772.87,1.294,242.28,25.878
bbr_apache2_20000n_1000c_1vram.txt,296.10,3.377,132.15,67.545
bbr_apache2_2000n_100c_1vram.txt,337.21,2.965,150.49,5.931
bbr_apache2_10000n_500c_1vram.txt,346.51,2.886,154.64,28.859
cubic_apache2_2000n_100c_4vram.txt,321.74,3.108,143.59,6.216
cubic_apache2_10000n_500c_4vram.txt,335.13,2.984,149.56,29.839
cubic_nginx_20000n_1000c_4vram.txt,742.18,1.347,232.65,26.948
cubic_nginx_10000n_500c_4vram.txt,742.72,1.346,232.82,13.464
cubic_apache2_20000n_1000c_4vram.txt,329.01,3.039,146.83,60.789
cubic_nginx_2000n_100c_4vram.txt,754.06,1.326,236.38,2.652
bic_nginx_10000n_500c_4vram.txt,733.07,1.364,229.80,13.641
bic_apache2_2000n_100c_4vram.txt,339.01,2.950,151.30,5.899
bic_apache2_10000n_500c_4vram.txt,321.90,3.107,143.66,31.066
bic_nginx_2000n_100c_4vram.txt,802.73,1.246,251.64,2.492
bic_nginx_20000n_1000c_4vram.txt,325.48,3.072,145.26,61.447
westwood_apache2_2000n_100c_4vram.txt,316.92,3.155,141.44,6.311
westwood_apache2_10000n_500c_4vram.txt,323.90,3.087,144.55,30.874
westwood_nginx_2000n_100c_4vram.txt,333.79,2.996,148.97,5.992
westwood_nginx_10000n_500c_4vram.txt,322.54,3.100,143.94,31.004
westwood_nginx_20000n_1000c_4vram.txt,335.71,2.979,149.82,59.576
westwood_apache2_20000n_1000c_4vram.txt,316.49,3.160,141.24,63.194
htcp_nginx_20000n_1000c_4vram.txt,723.83,1.382,220.53,27.631
htcp_apache2_2000n_100c_4vram.txt,335.02,2.985,149.52,5.970
htcp_nginx_10000n_500c_4vram.txt,771.13,1.297,241.73,12.968
htcp_nginx_2000n_100c_4vram.txt,757.92,1.319,237.59,2.639
htcp_apache2_20000n_1000c_4vram.txt,320.14,3.124,142.88,62.472
htcp_apache2_10000n_500c_4vram.txt,326.57,3.062,145.74,30.621
hybla_nginx_20000n_1000c_4vram.txt,795.88,1.256,231.98,25.129
hybla_apache2_20000n_1000c_4vram.txt,318.52,3.140,142.15,62.791
hybla_apache2_2000n_100c_4vram.txt,308.00,3.247,137.46,6.494
hybla_apache2_10000n_500c_4vram.txt,317.03,3.154,141.49,31.543
hybla_nginx_2000n_100c_4vram.txt,772.35,1.295,242.11,2.590
hybla_nginx_10000n_500c_4vram.txt,760.04,1.316,238.25,13.157
vegas_apache2_10000n_500c_4vram.txt,327.72,3.051,146.26,30.514
vegas_nginx_20000n_1000c_4vram.txt,724.36,1.381,227.07,27.610
vegas_nginx_10000n_500c_4vram.txt,770.83,1.297,241.64,12.973
vegas_apache2_2000n_100c_4vram.txt,321.39,3.112,143.43,6.223
vegas_nginx_2000n_100c_4vram.txt,716.22,1.396,224.52,2.792
vegas_apache2_20000n_1000c_4vram.txt,325.75,3.070,145.38,61.396
nv_apache2_20000n_1000c_4vram.txt,304.35,3.286,135.83,65.715
nv_apache2_2000n_100c_4vram.txt,320.31,3.122,142.95,6.244
nv_nginx_10000n_500c_4vram.txt,771.27,1.297,241.78,12.966
nv_apache2_10000n_500c_4vram.txt,310.06,3.225,138.37,32.252
nv_nginx_2000n_100c_4vram.txt,710.92,1.407,222.86,2.813
nv_nginx_20000n_1000c_4vram.txt,734.44,1.362,230.23,27.231
scalable_nginx_2000n_100c_4vram.txt,743.47,1.345,233.06,2.690
scalable_apache2_20000n_1000c_4vram.txt,315.91,3.165,140.99,63.308
scalable_nginx_20000n_1000c_4vram.txt,741.21,1.349,232.35,26.983
scalable_apache2_2000n_100c_4vram.txt,315.30,3.172,140.71,6.343
scalable_apache2_10000n_500c_4vram.txt,309.84,3.228,138.28,32.275
scalable_nginx_10000n_500c_4vram.txt,661.72,1.511,207.43,15.112
lp_apache2_10000n_500c_4vram.txt,325.34,3.074,145.20,30.737
lp_nginx_20000n_1000c_4vram.txt,712.99,1.403,216.14,28.051
lp_apache2_20000n_1000c_4vram.txt,244.15,4.096,108.95,81.918
lp_nginx_2000n_100c_4vram.txt,766.58,1.304,240.31,2.609
lp_nginx_10000n_500c_4vram.txt,666.86,1.500,209.05,14.996
lp_apache2_2000n_100c_4vram.txt,320.60,3.119,143.08,6.238
veno_nginx_20000n_1000c_4vram.txt,645.71,1.549,202.41,30.974
veno_apache2_2000n_100c_4vram.txt,315.59,3.169,140.84,6.337
veno_nginx_2000n_100c_4vram.txt,771.82,1.296,241.95,2.591
veno_nginx_10000n_500c_4vram.txt,697.84,1.433,218.76,14.330
veno_apache2_10000n_500c_4vram.txt,323.49,3.091,144.37,30.913
veno_apache2_20000n_1000c_4vram.txt,306.31,3.265,136.70,65.294
yeah_nginx_2000n_100c_4vram.txt,748.43,1.336,234.61,2.672
yeah_apache2_20000n_1000c_4vram.txt,322.62,3.100,143.98,61.993
yeah_nginx_20000n_1000c_4vram.txt,704.10,1.420,220.72,28.405
yeah_apache2_10000n_500c_4vram.txt,299.06,3.344,133.47,33.438
yeah_nginx_10000n_500c_4vram.txt,728.97,1.372,228.51,13.718
yeah_apache2_2000n_100c_4vram.txt,315.03,3.174,140.59,6.349
illinois_nginx_10000n_500c_4vram.txt,592.04,1.689,185.59,16.891
illinois_apache2_20000n_1000c_4vram.txt,290.20,3.446,129.51,68.917
illinois_apache2_2000n_100c_4vram.txt,315.24,3.172,140.69,6.344
illinois_apache2_10000n_500c_4vram.txt,273.83,3.652,122.21,36.519
illinois_nginx_20000n_1000c_4vram.txt,809.47,1.235,209.71,24.708
illinois_nginx_2000n_100c_4vram.txt,752.21,1.329,235.80,2.659
dctcp_nginx_10000n_500c_4vram.txt,757.35,1.320,237.41,13.204
dctcp_nginx_20000n_1000c_4vram.txt,735.02,1.361,228.49,27.210
dctcp_apache2_2000n_100c_4vram.txt,326.41,3.064,145.67,6.127
dctcp_nginx_2000n_100c_4vram.txt,762.88,1.311,239.15,2.622
dctcp_apache2_20000n_1000c_4vram.txt,333.17,3.001,148.69,60.030
dctcp_apache2_10000n_500c_4vram.txt,328.43,3.045,146.57,30.448
cdg_apache2_20000n_1000c_4vram.txt,305.58,3.272,136.38,65.450
cdg_apache2_2000n_100c_4vram.txt,310.18,3.224,138.43,6.448
cdg_nginx_2000n_100c_4vram.txt,696.91,1.435,218.46,2.870
cdg_apache2_10000n_500c_4vram.txt,319.72,3.128,142.69,31.277
cdg_nginx_20000n_1000c_4vram.txt,718.40,1.392,225.20,27.840
cdg_nginx_10000n_500c_4vram.txt,673.67,1.484,211.18,14.844
bbr_nginx_2000n_100c_4vram.txt,775.97,1.289,243.25,2.577
bbr_nginx_10000n_500c_4vram.txt,746.75,1.339,234.09,13.391
bbr_apache2_20000n_1000c_4vram.txt,322.36,3.102,143.87,62.042
bbr_apache2_2000n_100c_4vram.txt,335.83,2.978,149.88,5.955
bbr_apache2_10000n_500c_4vram.txt,319.37,3.131,142.53,31.312
bbr_nginx_20000n_1000c_4vram.txt,725.46,1.378,227.41,27.569
